"influencer_id","platform","post_id","post_type","post_caption","post_datetime","post_url","likes_count","comments_count","shares_count","views_count","engagement_rate","followers_count","audience_gender_male_pct","audience_gender_female_pct","audience_age_13_17_pct","audience_age_18_24_pct","audience_age_25_34_pct","audience_age_35_44_pct","audience_age_45_54_pct","audience_age_55_64_pct","audience_age_65_plus_pct","audience_top_country","audience_top_city","sponsored","brand_mentioned","hashtags","language"
"influencer_122","Instagram","IG_45002_JKL","reel","Vegan breakfast recipes to start your day right.","2024-06-06T07:32:00Z","https://instagram.com/p/IG_45002_JKL","4150","270","53","90000","0.052","85000","36","64","3","27","54","12","4","0","0","GB","London","true","Oatly","vegan,breakfast,recipe,oatly","en"
"influencer_107","TikTok","TT_78343_UVW","story","","2024-06-04T11:10:00Z","","0","0","1","4200","0","7600","35","65","9","58","18","8","5","2","0","MY","Kuala Lumpur","false","","story,challenge,tiktok","en"
"influencer_114","YouTube","YT_51300_DEF","live","Live speedrun of new indie game release – join the stream!","2024-06-12T18:29:00Z","https://youtube.com/watch?v=YT_51300_DEF","6400","322","88","205000","0.023","293000","81","19","10","42","35","9","3","1","0","JP","Tokyo","false","","speedrun,indiegame,live,stream","ja"
"influencer_108","Instagram","IG_45003_OPQ","video","Quick cardio routine for busy mornings!","2024-06-10T06:55:00Z","https://instagram.com/p/IG_45003_OPQ","2060","133","41","48000","0.028","72800","38","62","6","32","48","10","4","0","0","US","Houston","false","","cardio,fitness,routine,morning","en"
"influencer_109","Facebook","FB_23490_XYZ","story","","2024-06-05T15:17:00Z","","21","1","2","900","0.002","12000","43","57","1","7","13","14","32","21","12","ZA","Cape Town","false","","story,facebook,health","en"
"influencer_125","TikTok","TT_78344_GHI","video","Trying out the new sushi spot in Tokyo. 10/10!","2024-06-13T12:15:00Z","https://tiktok.com/@influencer_125/video/78344_GHI","18800","1650","260","302000","0.037","555000","40","60","11","46","32","7","2","2","0","JP","Tokyo","true","Sushiro","tokyo,sushi,food,review,sushiro","ja"
"influencer_117","Instagram","IG_45004_LMN","story","","2024-06-13T08:40:00Z","","0","0","0","6000","0","68000","44","56","5","33","47","11","3","1","0","GB","Liverpool","false","","story,instagram,lifestyle","en"
"influencer_104","YouTube","YT_51301_XYZ","video","Reviewing the latest electric car: Is it worth the upgrade?","2024-06-01T19:00:00Z","https://youtube.com/watch?v=YT_51301_XYZ","9200","490","149","168000","0.016","585000","81","19","6","37","41","11","3","1","1","US","Los Angeles","false","","electriccar,review,tech,upgrade","en"
"influencer_123","Facebook","FB_23491_DEF","live","Tips for healthy eating habits for busy professionals.","2024-06-12T20:10:00Z","https://facebook.com/influencer_123/posts/23491_DEF","410","29","24","3200","0.059","7800","37","63","1","5","16","23","29","18","8","BR","Curitiba","true","Nestle","healthyeating,nutrition,live,nestle","pt"
"influencer_106","Twitter","TW_38977_MNO","text","Tech trends shifting rapidly in Stockholm – exciting times ahead!","2024-06-03T12:20:00Z","https://twitter.com/influencer_106/status/38977_MNO","93","7","14","","0.055","2030","53","47","2","7","31","32","18","7","3","SE","Stockholm","false","","techtrends,stockholm,innovation","sv"
"influencer_120","Other","OT_15268_DEF","other","Working with local artists in Nairobi to promote creative projects.","2024-06-02T16:45:00Z","","67","11","7","","0.032","2100","42","58","3","11","28","25","20","8","5","KE","Nairobi","false","","art,community,creative,nairobi","sw"
"influencer_113","Instagram","IG_45005_STU","image","Morning hike in Oslo with friends. #nature #oslo #hiking","2024-06-09T07:30:00Z","https://instagram.com/p/IG_45005_STU","2650","192","38","","0.038","61000","40","60","5","31","49","11","3","1","0","NO","Oslo","false","","nature,oslo,hiking,morning","no"
"influencer_118","TikTok","TT_78345_KLM","story","","2024-06-07T08:50:00Z","","0","0","2","5200","0","9400","37","63","8","59","21","7","3","2","0","KR","Seoul","false","","story,challenge,kpop","ko"
"influencer_110","YouTube","YT_51302_LMN","video","How to build a smart home on a budget.","2024-06-13T17:11:00Z","https://youtube.com/watch?v=YT_51302_LMN","11200","620","210","255000","0.027","415000","73","27","7","39","38","11","3","1","1","US","Chicago","true","Philips","smarthome,tech,review,philips","en"
"influencer_112","Instagram","IG_45006_CDE","video","Quick and easy meal prep ideas for busy people.","2024-05-29T12:40:00Z","https://instagram.com/p/IG_45006_CDE","3180","201","47","51000","0.052","62000","34","66","4","27","55","10","3","1","0","FR","Paris","true","Tupperware","mealprep,quickandeasy,food,tupperware","fr"
"influencer_119","Facebook","FB_23492_KLM","live","Join today’s wellness session for tips on mindfulness.","2024-06-10T07:45:00Z","https://facebook.com/influencer_119/posts/23492_KLM","570","38","19","5100","0.064","9600","42","58","0","5","19","22","29","18","7","CA","Montreal","false","","wellness,mindfulness,live,health","en"
"influencer_103","TikTok","TT_78346_XYZ","reel","Trend alert: Try this makeup look with #glowup!","2024-06-11T15:30:00Z","https://tiktok.com/@influencer_103/video/78346_XYZ","14800","1200","180","257000","0.028","530000","28","72","13","49","26","7","3","2","0","US","Miami","true","Maybelline","makeup,trend,glowup,maybelline","en"
"influencer_115","Instagram","IG_45007_KLM","image","Eco-friendly tips for summer living.","2024-06-02T16:09:00Z","https://instagram.com/p/IG_45007_KLM","1820","101","35","","0.029","63000","36","64","3","24","54","13","4","2","0","DK","Copenhagen","false","","ecofriendly,summer,tips,greenliving","da"
"influencer_124","YouTube","YT_51303_DEF","live","Reacting to viral tech memes – join the conversation live!","2024-06-13T22:17:00Z","https://youtube.com/watch?v=YT_51303_DEF","4100","211","59","72000","0.012","340000","84","16","9","39","37","11","3","1","0","RU","Moscow","false","","tech,memes,live,react","ru"
"influencer_126","Instagram","IG_45008_DEF","image","Summer vibes in Barcelona. Sun, sea, and sangria!","2024-06-08T12:55:00Z","https://instagram.com/p/IG_45008_DEF","2170","127","44","","0.037","59000","45","55","4","31","49","12","3","1","0","ES","Barcelona","true","Airbnb","summer,barcelona,sangria,airbnb","es"
"influencer_127","TikTok","TT_78347_OPQ","video","Meme of the day! Who relates?","2024-06-14T10:07:00Z","https://tiktok.com/@influencer_127/video/78347_OPQ","22300","1810","278","340000","0.043","520000","34","66","14","53","24","6","2","1","0","US","Seattle","false","","meme,viral,funny,tiktok","en"
"influencer_128","Facebook","FB_23493_STU","live","Simple steps for managing stress at home.","2024-06-07T17:30:00Z","https://facebook.com/influencer_128/posts/23493_STU","490","39","27","4200","0.061","9200","41","59","0","4","16","24","29","18","9","AU","Melbourne","false","","stress,wellness,live,mentalhealth","en"
"influencer_129","Twitter","TW_38978_GHI","text","Excited for the science festival in Helsinki next weekend!","2024-06-06T11:18:00Z","https://twitter.com/influencer_129/status/38978_GHI","61","5","11","","0.044","1770","49","51","1","8","32","30","18","7","3","FI","Helsinki","false","","science,festival,helsinki","fi"
"influencer_130","Other","OT_15269_XYZ","other","Thank you to everyone who joined our charity walk in Santiago.","2024-06-09T09:40:00Z","","73","12","8","","0.034","2150","40","60","2","9","27","26","22","8","6","CL","Santiago","true","CocaCola","charity,walk,santiago,cocacola","es"
"influencer_131","Instagram","IG_45009_QRS","image","Chilling by the fjord in Bergen. Norwegian summers are the best.","2024-06-11T18:11:00Z","https://instagram.com/p/IG_45009_QRS","2280","118","33","","0.033","70000","42","58","3","30","52","11","2","0","0","NO","Bergen","false","","fjord,bergen,summer,norway","no"
"influencer_132","TikTok","TT_78348_RST","reel","Outfit inspiration for summer festivals.","2024-06-10T19:00:00Z","https://tiktok.com/@influencer_132/video/78348_RST","13600","1050","190","243000","0.028","490000","29","71","14","51","26","7","2","0","0","GB","Manchester","true","ASOS","outfit,summer,festival,asos","en"
"influencer_133","Facebook","FB_23494_QRS","story","","2024-06-05T19:22:00Z","","17","1","2","800","0.002","9500","41","59","0","8","16","22","29","17","8","CA","Calgary","false","","story,canada,health","en"
"influencer_134","YouTube","YT_51304_GHI","video","Top 5 gadgets for remote work in 2024.","2024-06-14T09:45:00Z","https://youtube.com/watch?v=YT_51304_GHI","8100","420","114","129000","0.016","315000","78","22","8","38","40","10","3","1","0","DE","Frankfurt","false","","gadgets,remotework,tech,2024","de"
"influencer_135","Instagram","IG_45010_VWX","video","Street art tour in Amsterdam. Creativity everywhere!","2024-06-13T14:03:00Z","https://instagram.com/p/IG_45010_VWX","2510","141","39","41000","0.035","67000","47","53","3","32","50","12","2","1","0","NL","Amsterdam","false","","streetart,amsterdam,urban,creativity","nl"
"influencer_136","TikTok","TT_78349_JKL","reel","How to style long hair for summer.","2024-06-07T17:50:00Z","https://tiktok.com/@influencer_136/video/78349_JKL","14100","1112","175","238000","0.031","455000","30","70","14","52","26","5","2","1","0","PH","Cebu","false","","hairstyle,summer,trend,longhair","en"
"influencer_137","Facebook","FB_23495_OPQ","live","Easy home workouts for seniors.","2024-06-06T21:00:00Z","https://facebook.com/influencer_137/posts/23495_OPQ","380","25","17","3100","0.049","7700","38","62","0","4","15","21","28","19","13","GB","Sheffield","true","Decathlon","homeworkout,senior,live,decathlon","en"
"influencer_138","Twitter","TW_38979_DEF","text","Polish cuisine is so underrated! Try it if you’re in Krakow.","2024-06-08T17:45:00Z","https://twitter.com/influencer_138/status/38979_DEF","77","6","10","","0.051","1850","46","54","2","9","32","29","17","7","4","PL","Krakow","false","","food,krakow,poland","pl"
"influencer_139","Other","OT_15270_LMN","other","Volunteering at the animal shelter in Porto.","2024-06-07T10:30:00Z","","54","8","6","","0.026","1880","43","57","1","5","24","34","23","8","5","PT","Porto","false","","volunteer,animals,porto","pt"
"influencer_140","Instagram","IG_45011_RST","image","Yoga by the Seine – serene mornings in Paris.","2024-06-06T07:45:00Z","https://instagram.com/p/IG_45011_RST","3120","214","41","","0.044","71000","32","68","3","29","54","12","2","0","0","FR","Paris","false","","yoga,paris,morning,wellness","fr"
"influencer_141","TikTok","TT_78350_VWX","video","Try this new smoothie recipe with me!","2024-06-09T08:32:00Z","https://tiktok.com/@influencer_141/video/78350_VWX","15800","1240","190","280000","0.031","510000","31","69","13","49","27","8","2","1","0","PH","Quezon City","true","Jamba","smoothie,recipe,healthy,jamba","en"
"influencer_142","Facebook","FB_23496_LMN","live","How to make memories last: photo tips for families.","2024-06-14T15:20:00Z","https://facebook.com/influencer_142/posts/23496_LMN","530","44","21","3800","0.063","9500","40","60","0","3","15","23","29","20","10","AU","Sydney","true","Canon","phototips,family,live,canon","en"
"influencer_143","Twitter","TW_38980_STU","text","Looking forward to the music festival in Vienna!","2024-06-13T10:05:00Z","https://twitter.com/influencer_143/status/38980_STU","75","7","12","","0.051","1850","52","48","3","9","31","29","17","7","4","AT","Vienna","false","","music,festival,vienna","de"
"influencer_144","Other","OT_15271_GHI","other","Celebrating local culture in Lagos with music and dance.","2024-06-12T18:15:00Z","","63","10","7","","0.031","2100","46","54","2","8","28","29","21","7","5","NG","Lagos","false","","culture,lagos,music,dance","sw"
"influencer_145","Instagram","IG_45012_GHI","image","Sunset run along the Thames. #fitness #london","2024-06-13T19:30:00Z","https://instagram.com/p/IG_45012_GHI","2510","142","38","","0.036","75000","43","57","5","29","51","11","3","1","0","GB","London","false","","fitness,run,sunset,london","en"
"influencer_146","TikTok","TT_78351_DEF","reel","New music drop! Listen to my latest track.","2024-06-08T13:10:00Z","https://tiktok.com/@influencer_146/video/78351_DEF","15600","1215","185","270000","0.032","490000","28","72","16","52","23","6","2","1","0","US","Dallas","true","Spotify","music,newdrop,track,spotify","en"
"influencer_147","Facebook","FB_23497_DEF","live","Mindful eating: what works for me.","2024-06-14T11:45:00Z","https://facebook.com/influencer_147/posts/23497_DEF","460","36","20","4000","0.056","9500","42","58","0","4","15","22","29","19","11","ZA","Pretoria","false","","mindful,eating,live,health","en"
"influencer_148","Twitter","TW_38981_LMN","text","Swiss mountains never disappoint! #travel","2024-06-10T14:25:00Z","https://twitter.com/influencer_148/status/38981_LMN","80","6","12","","0.048","2000","51","49","2","9","32","30","17","6","4","CH","Zurich","false","","mountain,swiss,travel","de"
"influencer_149","Other","OT_15272_OPQ","other","Community gardening project update from Rotterdam.","2024-06-11T16:17:00Z","","59","9","5","","0.027","1950","42","58","1","6","25","33","22","8","5","NL","Rotterdam","false","","gardening,community,rotterdam","nl"
"influencer_150","Instagram","IG_45013_STU","image","Coffee break in Milan. #cafe #milano","2024-06-12T09:25:00Z","https://instagram.com/p/IG_45013_STU","1940","99","26","","0.031","62000","46","54","3","27","54","12","3","1","0","IT","Milan","false","","coffee,cafe,milano,italy","it"
"influencer_101","Instagram","IG_84010_QTR","image","Chasing sunsets in Santorini. #travelgram","2024-06-02T18:45:00Z","https://www.instagram.com/p/IG_84010_QTR","15230","460","120","","0.18","85000","37","63","4","32","44","15","3","2","0","GR","Athens","true","SantoriniTours","travelgram,sunset,greekislands,explore,santorini","en"
"influencer_102","TikTok","TT_10294_BNF","video","Try this new dance challenge with your friends!","2024-06-03T21:30:00Z","https://www.tiktok.com/@influencer_102/video/TT_10294_BNF","21200","1310","290","370000","0.11","192000","29","71","17","48","27","7","1","0","0","PH","Manila","false","","dancechallenge,tiktoktrends,viral,fun,music","en"
"influencer_103","YouTube","YT_42911_VGT","video","Unboxing the newest gaming laptop of 2024! Specs & review inside.","2024-06-04T15:10:00Z","https://youtube.com/watch?v=YT_42911_VGT","8900","780","180","254000","0.022","432000","84","16","9","44","33","10","3","1","0","US","Seattle","true","TechWorld","gaming,unboxing,techreview,laptop2024,geeklife","en"
"influencer_104","Instagram","IG_14820_KPL","reel","Healthy vegan recipes for busy days!","2024-06-05T13:05:00Z","https://www.instagram.com/reel/IG_14820_KPL","7600","245","48","109000","0.12","64000","22","78","5","39","41","11","3","1","0","DE","Berlin","false","","veganfood,healthyrecipes,veganlifestyle,quickmeals,plantbased","de"
"influencer_105","Facebook","FB_40123_FGH","live","Join us for our weekly health Q&A session!","2024-06-01T17:30:00Z","https://facebook.com/live/FB_40123_FGH","570","43","15","1200","0.05","11500","48","52","0","7","13","19","31","20","10","CA","Toronto","false","","healthtalk,wellness,liveQA,community,healthyhabits","en"
"influencer_106","Other","OT_91002_VXC","other","Nonprofit update: new water wells installed in rural Kenya.","2024-06-02T11:15:00Z","","150","7","18","","0.11","1550","47","53","0","10","27","33","20","7","3","KE","Nairobi","false","","nonprofit,kenya,waterproject,communityaid,impact","sw"
"influencer_107","Instagram","IG_78541_MNI","story","","2024-06-06T09:50:00Z","https://www.instagram.com/stories/IG_78541_MNI","0","0","0","12230","0","31400","39","61","7","34","41","13","3","2","0","GB","London","false","","story,behindthescenes,london,dayinthelife","en"
"influencer_108","Twitter","TW_50987_JUY","text","Excited to speak at the tech summit in Moscow next week!","2024-06-03T07:30:00Z","https://twitter.com/influencer_108/status/TW_50987_JUY","180","23","41","","0.037","6600","77","23","1","14","36","29","12","5","3","RU","Moscow","false","","techsummit,moscow,conference,speaker","ru"
"influencer_109","Instagram","IG_69350_WXT","image","Fitness is a journey, not a destination. Stay motivated!","2024-06-07T08:20:00Z","https://www.instagram.com/p/IG_69350_WXT","9480","215","76","","0.14","67200","31","69","3","25","45","21","4","2","0","US","Chicago","true","FitLife","fitness,motivation,fitfam,healthyliving,workout","en"
"influencer_110","TikTok","TT_39210_VYN","story","","2024-06-08T12:05:00Z","https://www.tiktok.com/@influencer_110/story/TT_39210_VYN","0","0","0","9800","0","17000","45","55","6","31","25","18","10","7","3","ES","Madrid","false","","story,madrid,behindthescenes,spanishvibes","es"
"influencer_111","Facebook","FB_50192_GYU","image","Family picnic at Lake Geneva. Cherishing the moments.","2024-06-09T14:20:00Z","https://facebook.com/photo/FB_50192_GYU","670","18","9","","0.062","10900","46","54","0","6","16","19","34","19","6","CH","Geneva","false","","familytime,picnic,lakegeneva,switzerland","fr"
"influencer_112","YouTube","YT_32108_BNM","live","Streaming: Let's build a DIY drone together and answer your questions.","2024-06-10T19:00:00Z","https://youtube.com/live/YT_32108_BNM","14400","840","370","116000","0.027","552000","88","12","3","42","37","12","4","2","0","JP","Tokyo","true","DroneZone","drone,diytech,livestream,japan,techcommunity","ja"
"influencer_113","Instagram","IG_20179_RPL","video","Morning yoga flow for a peaceful start.","2024-06-11T06:30:00Z","https://www.instagram.com/p/IG_20179_RPL","7820","212","43","85000","0.14","65000","23","77","4","34","47","11","2","2","0","NO","Oslo","true","YogaFlow","yoga,morningroutine,peacefulstart,wellness,oslo","no"
"influencer_114","Facebook","FB_76430_KLO","story","","2024-06-12T20:00:00Z","https://facebook.com/story/FB_76430_KLO","0","0","0","7100","0","6700","44","56","0","2","13","28","32","18","7","PT","Lisbon","false","","story,community,healthtips,lifeinlisbon","pt"
"influencer_115","TikTok","TT_49222_KLM","reel","Hilarious dog moments that will make your day!","2024-06-13T11:15:00Z","https://www.tiktok.com/@influencer_115/reel/TT_49222_KLM","10600","870","210","155000","0.11","112000","41","59","12","42","37","7","2","0","0","US","Dallas","true","PetJoy","dogmoments,funnydogs,petjoy,viralreel,petlovers","en"
"influencer_116","Other","OT_67219_MPO","other","Volunteer drive in Warsaw next Saturday. Join us!","2024-06-14T08:00:00Z","","110","5","23","","0.11","1350","51","49","0","7","29","38","18","6","2","PL","Warsaw","false","","volunteer,community,warsaw,nonprofit,helpothers","pl"
"influencer_117","Instagram","IG_38920_MKM","image","Weekend vibes with friends! #goodtimes","2024-06-15T19:25:00Z","https://www.instagram.com/p/IG_38920_MKM","8200","199","35","","0.11","72000","43","57","5","29","46","16","3","1","0","FR","Paris","false","","weekend,goodtimes,paris,friendship,fun","fr"
"influencer_118","YouTube","YT_29318_PWL","video","Reviewing the latest smart home gadgets. Which is worth buying?","2024-06-16T16:20:00Z","https://youtube.com/watch?v=YT_29318_PWL","4300","370","102","62000","0.023","198000","78","22","4","31","43","16","5","1","0","US","San Francisco","false","","smarthome,gadgets,techreview,innovation","en"
"influencer_119","Instagram","IG_31721_VRL","reel","How to style summer outfits: 5 easy looks.","2024-06-17T15:40:00Z","https://www.instagram.com/reel/IG_31721_VRL","13400","390","96","178000","0.11","118000","33","67","6","41","41","8","3","1","0","IT","Milan","true","StyleBox","summerstyle,fashiontips,stylebox,milan,ootd","it"
"influencer_120","Twitter","TW_33917_GFW","text","Proud to support local artists in Rio!","2024-06-18T13:30:00Z","https://twitter.com/influencer_120/status/TW_33917_GFW","92","9","15","","0.08","1480","49","51","0","7","36","33","14","7","3","BR","Rio de Janeiro","false","","localart,rio,community,supportartists","pt"
"influencer_121","Instagram","IG_48750_XTR","video","Tips for eco-friendly living in the city.","2024-06-19T10:45:00Z","https://www.instagram.com/p/IG_48750_XTR","5600","174","41","68000","0.13","44000","26","74","2","33","49","12","2","2","0","NL","Amsterdam","true","EcoLife","ecoliving,citylife,sustainable,ecolife,amsterdam","nl"
"influencer_122","Facebook","FB_27459_MPT","live","Join our talk on parenting in the digital age.","2024-06-20T16:00:00Z","https://facebook.com/live/FB_27459_MPT","380","17","12","800","0.04","9700","47","53","0","3","11","24","32","19","11","US","Minneapolis","false","","parentingtips,digitalage,liveevent,parentingcommunity","en"
"influencer_123","TikTok","TT_52911_HPR","video","How to make easy breakfast smoothies at home!","2024-06-21T07:25:00Z","https://www.tiktok.com/@influencer_123/video/TT_52911_HPR","12000","1020","179","149000","0.09","140000","35","65","8","41","33","12","4","2","0","US","Miami","false","","breakfast,smoothies,healthy,homemade,foodie","en"
"influencer_124","YouTube","YT_79213_LWM","video","Latest car tech: hands-free driving demo and first impressions.","2024-06-22T13:10:00Z","https://youtube.com/watch?v=YT_79213_LWM","6400","410","92","99000","0.022","335000","85","15","3","31","44","17","4","1","0","DE","Munich","true","AutoDrive","cartech,autodrive,review,handsfree,innovation","de"
"influencer_125","Instagram","IG_39254_WLP","video","Quick HIIT workout for busy mornings.","2024-06-23T07:50:00Z","https://www.instagram.com/p/IG_39254_WLP","8900","183","27","64000","0.13","70000","29","71","2","27","53","14","2","2","0","US","Los Angeles","false","","hiit,workout,quickfit,fitness,healthy","en"
"influencer_126","Other","OT_58231_CRP","other","Fundraiser for animal rescue happening this Sunday!","2024-06-24T16:45:00Z","","162","9","34","","0.13","1420","45","55","0","6","23","32","19","13","7","AU","Sydney","false","","fundraiser,animalrescue,community,sydney,australia","en"
"influencer_127","Instagram","IG_37219_PLM","reel","Summer smoothie recipes you need to try!","2024-06-25T09:00:00Z","https://www.instagram.com/reel/IG_37219_PLM","12500","410","109","169000","0.12","105000","35","65","7","42","41","7","2","1","0","US","Phoenix","true","FreshBlend","smoothierecipes,summer,healthy,blendit,freshblend","en"
"influencer_128","YouTube","YT_54129_LPY","video","Top 10 action movies of 2024 ranked!","2024-06-26T18:30:00Z","https://youtube.com/watch?v=YT_54129_LPY","6100","420","130","116000","0.026","245000","73","27","5","38","43","12","2","0","0","US","New York","false","","actionmovies,movieranking,top10,movies2024,cinema","en"
"influencer_129","Instagram","IG_47580_XPY","image","Nature hike in the Norwegian fjords. Absolutely stunning views.","2024-06-27T08:15:00Z","https://www.instagram.com/p/IG_47580_XPY","7900","201","55","","0.12","63500","40","60","3","27","44","21","4","1","0","NO","Bergen","false","","naturehike,norway,fjords,travel,adventure","no"
"influencer_130","Facebook","FB_19480_HPR","story","","2024-06-28T10:20:00Z","https://facebook.com/story/FB_19480_HPR","0","0","0","4900","0","3400","47","53","0","1","10","26","37","17","9","US","Birmingham","false","","story,community,lifeinbirmingham","en"
"influencer_131","TikTok","TT_18472_KRP","video","Easy makeup hacks for a natural look.","2024-06-29T13:00:00Z","https://www.tiktok.com/@influencer_131/video/TT_18472_KRP","5400","431","83","59000","0.13","42000","28","72","12","41","35","8","2","0","0","PH","Quezon City","true","GlowUp","makeuphacks,naturallook,glowup,beautytips","en"
"influencer_132","YouTube","YT_39184_JTR","live","Q&A: How to start a tech channel and grow your audience.","2024-06-30T20:00:00Z","https://youtube.com/live/YT_39184_JTR","9200","510","204","58000","0.021","463000","83","17","4","38","45","10","2","1","0","US","Austin","false","","techchannel,youtube,qa,contentcreator,audiencegrowth","en"
"influencer_133","Instagram","IG_24819_GTR","image","Homemade pasta night! Who else loves Italian food?","2024-07-01T18:00:00Z","https://www.instagram.com/p/IG_24819_GTR","5600","162","18","","0.09","62500","42","58","2","24","52","18","3","1","0","IT","Rome","false","","pasta,italiandinner,homemadefood,foodie,rome","it"
"influencer_134","Facebook","FB_51892_KLT","live","Gardening tips for busy homeowners.","2024-07-02T09:30:00Z","https://facebook.com/live/FB_51892_KLT","460","21","11","1100","0.044","10100","44","56","0","4","15","25","28","19","9","US","Sacramento","false","","gardening,homeowner,tips,greenlife,sacramento","en"
"influencer_135","TikTok","TT_58214_LPI","story","","2024-07-03T08:05:00Z","https://www.tiktok.com/@influencer_135/story/TT_58214_LPI","0","0","0","7100","0","11900","46","54","2","8","22","28","27","9","4","US","St. Louis","false","","story,community,stlouis,midwest","en"
"influencer_136","YouTube","YT_41297_PGT","video","We tried every new VR headset: full comparison.","2024-07-04T14:15:00Z","https://youtube.com/watch?v=YT_41297_PGT","7800","521","163","98000","0.016","514000","86","14","2","38","45","12","2","1","0","US","San Diego","true","VRWorld","vr,headset,techreview,comparison,vrworld","en"
"influencer_137","Instagram","IG_45971_BGT","image","Summer in Barcelona: beaches, food, fun!","2024-07-05T17:40:00Z","https://www.instagram.com/p/IG_45971_BGT","11600","310","84","","0.09","78500","48","52","2","22","49","20","5","2","0","ES","Barcelona","false","","barcelona,summer,beach,food,travel","es"
"influencer_138","Facebook","FB_29171_MLT","image","Celebrating local heritage at the annual parade.","2024-07-06T13:55:00Z","https://facebook.com/photo/FB_29171_MLT","540","16","10","","0.06","9800","44","56","0","3","14","26","35","15","7","US","Des Moines","false","","heritage,parade,local,community,desmoines","en"
"influencer_139","TikTok","TT_79152_BKT","reel","Best places to visit in Cebu this summer.","2024-07-07T09:10:00Z","https://www.tiktok.com/@influencer_139/reel/TT_79152_BKT","14700","910","215","182000","0.1","154000","32","68","11","43","38","5","2","1","0","PH","Cebu City","false","","cebu,travel,destination,summer,philippines","en"
"influencer_140","YouTube","YT_58914_MPF","video","DIY home decor: make your own wall art.","2024-07-08T18:00:00Z","https://youtube.com/watch?v=YT_58914_MPF","3400","225","72","44000","0.021","125000","32","68","5","39","41","10","3","2","0","US","Denver","true","Artify","diy,homedecor,wallart,artify,creativity","en"
"influencer_141","Instagram","IG_98145_KPL","image","Fresh flowers from the Amsterdam market.","2024-07-09T13:10:00Z","https://www.instagram.com/p/IG_98145_KPL","5700","151","22","","0.09","62200","39","61","2","24","47","22","3","2","0","NL","Amsterdam","false","","flowers,amsterdam,market,fresh,netherlands","nl"
"influencer_142","Facebook","FB_84729_LTR","live","Cooking demo: summer salads for healthy living.","2024-07-10T16:00:00Z","https://facebook.com/live/FB_84729_LTR","340","11","8","700","0.041","9600","46","54","0","2","14","28","35","13","8","US","Raleigh","false","","cookingdemo,summersalad,healthy,eating,raleigh","en"
"influencer_143","TikTok","TT_93281_LPO","video","Try this viral makeup transformation challenge!","2024-07-11T18:15:00Z","https://www.tiktok.com/@influencer_143/video/TT_93281_LPO","13200","910","221","164000","0.1","146000","33","67","9","44","40","5","1","1","0","PH","Davao City","true","GlamStar","makeupchallenge,transformation,viral,glamstar","en"
"influencer_144","Other","OT_78219_MPL","other","Local arts festival in Cape Town. Come support creatives!","2024-07-12T14:30:00Z","","126","7","21","","0.13","1200","53","47","0","4","22","34","25","10","5","ZA","Cape Town","false","","artsfestival,capetown,creativity,localart,southafrica","en"
"influencer_145","Instagram","IG_59241_GTR","image","Brunch at the best spot in Lisbon!","2024-07-13T11:45:00Z","https://www.instagram.com/p/IG_59241_GTR","7200","182","37","","0.09","68700","38","62","2","21","51","22","3","1","0","PT","Lisbon","false","","brunch,lisbon,foodie,portugal,weekend","pt"
"influencer_146","YouTube","YT_29104_VTR","video","How I built my own smart garden at home.","2024-07-14T08:00:00Z","https://youtube.com/watch?v=YT_29104_VTR","2900","201","61","34000","0.021","112000","29","71","6","31","41","15","5","2","0","US","Portland","true","GreenThumb","smartgarden,diygarden,greenthumb,homeimprovement,portland","en"
"influencer_147","Instagram","IG_81235_LPL","reel","Easy vegan desserts for all ages.","2024-07-15T15:10:00Z","https://www.instagram.com/reel/IG_81235_LPL","12200","320","74","154000","0.1","118000","34","66","6","41","41","8","3","1","0","US","Houston","false","","vegandessert,easyrecipes,vegan,houston,plantbased","en"
"influencer_148","Facebook","FB_59182_KLT","image","Local farmers market: fresh produce and crafts.","2024-07-16T10:45:00Z","https://facebook.com/photo/FB_59182_KLT","480","14","9","","0.051","9400","45","55","0","2","14","28","34","14","8","US","Omaha","false","","farmersmarket,produce,localfoods,crafts,omaha","en"
"influencer_149","TikTok","TT_21497_LPT","story","","2024-07-17T08:00:00Z","https://www.tiktok.com/@influencer_149/story/TT_21497_LPT","0","0","0","6200","0","8300","46","54","1","7","19","28","29","10","6","US","Salt Lake City","false","","story,utah,saltlakecity,community","en"
"influencer_150","YouTube","YT_57128_BLT","live","Ask me anything: game dev careers and tips.","2024-07-18T20:00:00Z","https://youtube.com/live/YT_57128_BLT","8900","572","198","62000","0.019","476000","81","19","6","40","46","6","1","1","0","RU","Saint Petersburg","true","DevTech","gamedev,career,ama,devtech,russia","ru"
"influencer_101","Instagram","IG_10001_MKC","image","Exploring the beauty of Rome! #travel #architecture","2024-06-15T09:32:00Z","https://instagram.com/p/IG_10001_MKC","2300","210","34","","0.027","85000","47","53","2","22","54","15","4","2","1","IT","Rome","false","","travel,architecture,rome,italy,explore","it"
"influencer_102","TikTok","TT_10002_YZX","reel","Dance challenge for the summer! Who's joining?","2024-06-14T16:21:00Z","https://tiktok.com/@influencer_102/video/TT_10002_YZX","15000","1267","410","238000","0.032","470000","38","62","12","47","31","6","2","1","1","PH","Quezon City","true","Sprite","dancechallenge,sprite,summerszn,tiktokreels","en"
